Charlotte,Louisville,58,+39,09/01/2016,2016-09-01 12:00:28.486561
Central Florida,Michigan,55,+37,09/10/2016,2016-09-10 12:00:25.247341
Penn State,Pittsburgh,44.5,+3.5,09/10/2016,2016-09-10 12:00:25.247341
Cincinnati,Purdue,60,-3.5,09/10/2016,2016-09-10 12:00:25.247341
Central Michigan,Oklahoma State,60,+18,09/10/2016,2016-09-10 12:00:25.247341
NC State,East Carolina,59,-6.5,09/10/2016,2016-09-10 12:00:25.247341
Wyoming,Nebraska,57,+25,09/10/2016,2016-09-10 12:00:25.247341
Troy,Clemson,63.5,+35,09/10/2016,2016-09-10 12:00:25.247341
Georgia State,Air Force,52.5,+21.5,09/10/2016,2016-09-10 12:00:25.247341
Utah State,USC,57,+17,09/10/2016,2016-09-10 12:00:25.247341
Ohio,Kansas,60,+2.5,09/10/2016,2016-09-10 12:00:25.247341
Old Dominion,Appalachian State,54.5,+21,09/10/2016,2016-09-10 12:00:25.247341
Akron,Wisconsin,46,+22.5,09/10/2016,2016-09-10 12:00:25.247341
Tulsa,Ohio State,74,+29,09/10/2016,2016-09-10 12:00:25.247341
Wake Forest,Duke,44,+7,09/10/2016,2016-09-10 12:00:25.247341
Connecticut,Navy,43,+5.5,09/10/2016,2016-09-10 12:00:25.247341
Kentucky,Florida,49.5,+14,09/10/2016,2016-09-10 12:00:25.247341
Nevada,Notre Dame,62.5,+28.5,09/10/2016,2016-09-10 12:00:25.247341
Western Kentucky,Alabama,62.5,+28,09/10/2016,2016-09-10 12:00:25.247341
SMU,Baylor,75.5,+32,09/10/2016,2016-09-10 12:00:25.247341
Ball State,Indiana,62,+16.5,09/10/2016,2016-09-10 12:00:25.247341
Tex San Antonio,Colorado State,53,+8,09/10/2016,2016-09-10 12:00:25.247341
Middle Tennessee State,Vanderbilt,47,+3,09/10/2016,2016-09-10 12:00:25.247341
Idaho,Washington,61,+38,09/10/2016,2016-09-10 12:00:25.247341
Florida Atlantic,Miami Florida,62.5,+25.5,09/10/2016,2016-09-10 12:00:25.247341
Arkansas,TCU,58,+8.5,09/10/2016,2016-09-10 12:00:25.247341
UL - Monroe,Oklahoma,65.5,+45.5,09/10/2016,2016-09-10 12:00:25.247341
Northern Illinois,South Florida,57.5,+14.5,09/10/2016,2016-09-10 12:00:25.247341
UTEP,Texas,58,+31,09/10/2016,2016-09-10 12:00:25.247341
South Carolina,Mississippi State,48,+7.5,09/10/2016,2016-09-10 12:00:25.247341
Georgia Southern,South Alabama,58,-13.5,09/10/2016,2016-09-10 12:00:25.247341
Eastern Michigan,Missouri,58,+23,09/10/2016,2016-09-10 12:00:25.247341
Arkansas State,Auburn,54,+20,09/10/2016,2016-09-10 12:00:25.247341
Iowa State,Iowa,51.5,+15.5,09/10/2016,2016-09-10 12:00:25.247341
North Carolina,Illinois,59,-7,09/10/2016,2016-09-10 12:00:25.247341
BYU,Utah,44.5,+3,09/10/2016,2016-09-10 12:00:25.247341
Virginia Tech,Tennessee,53.5,+11.5,09/10/2016,2016-09-10 12:00:25.247341
New Mexico,New Mexico State,61,-13,09/10/2016,2016-09-10 12:00:25.247341
UNLV,UCLA,58.5,+26.5,09/10/2016,2016-09-10 12:00:25.247341
Texas Tech,Arizona State,80,+1,09/10/2016,2016-09-10 12:00:25.247341
Washington State,Boise State,74.5,+12,09/10/2016,2016-09-10 12:00:25.247341
Virginia,Oregon,71,+23.5,09/10/2016,2016-09-10 12:00:25.247341
California,San Diego State,60,+7,09/10/2016,2016-09-10 12:00:25.247341
Middle Tennessee State,Vanderbilt,47.5,+3,09/10/2016,2016-09-10 12:06:07.309193
Middle Tennessee State,Vanderbilt,48,+3,09/10/2016,2016-09-10 12:12:11.023657
Western Kentucky,Alabama,62,+28,09/10/2016,2016-09-10 12:18:14.394593
Florida Atlantic,Miami Florida,63,+25.5,09/10/2016,2016-09-10 12:24:22.255845
New Mexico,New Mexico State,61,-14,09/10/2016,2016-09-10 12:24:22.255845
Troy,Clemson,63.5,+35.5,09/10/2016,2016-09-10 12:30:21.693848
Ohio,Kansas,60,+3,09/10/2016,2016-09-10 12:30:21.693848
Florida Atlantic,Miami Florida,63,+26,09/10/2016,2016-09-10 12:30:21.693848
Arkansas State,Auburn,54,+20.5,09/10/2016,2016-09-10 12:30:21.693848
Ohio,Kansas,61,+3,09/10/2016,2016-09-10 12:36:14.008750
UNLV,UCLA,58.5,+27,09/10/2016,2016-09-10 12:36:14.008750
Western Kentucky,Alabama,61.5,+28,09/10/2016,2016-09-10 12:42:25.041376
Ball State,Indiana,62.5,+16.5,09/10/2016,2016-09-10 12:42:25.041376
Georgia State,Air Force,52.5,+22.5,09/10/2016,2016-09-10 12:48:15.424230
Utah State,USC,56.5,+17,09/10/2016,2016-09-10 12:48:15.424230
SMU,Baylor,75,+32,09/10/2016,2016-09-10 12:48:15.424230
Tex San Antonio,Colorado State,53,+9,09/10/2016,2016-09-10 12:48:15.424230
UL - Monroe,Oklahoma,66,+45.5,09/10/2016,2016-09-10 12:48:15.424230
Georgia Southern,South Alabama,58,-14,09/10/2016,2016-09-10 12:48:15.424230
North Carolina,Illinois,60,-7,09/10/2016,2016-09-10 12:48:15.424230
Akron,Wisconsin,45,+22.5,09/10/2016,2016-09-10 12:54:19.495338
UL - Monroe,Oklahoma,64.5,+45.5,09/10/2016,2016-09-10 12:54:19.495338
Ohio,Kansas,61,+2.5,09/10/2016,2016-09-10 13:00:13.300284
SMU,Baylor,73.5,+32,09/10/2016,2016-09-10 13:00:13.300284
Arkansas,TCU,58,+9,09/10/2016,2016-09-10 13:06:22.629004
Georgia State,Air Force,53,+22.5,09/10/2016,2016-09-10 13:12:24.645004
Utah State,USC,55.5,+17,09/10/2016,2016-09-10 13:12:24.645004
Tulsa,Ohio State,73.5,+29,09/10/2016,2016-09-10 13:18:10.412175
Wake Forest,Duke,45,+7,09/10/2016,2016-09-10 13:18:10.412175
Middle Tennessee State,Vanderbilt,48.5,+3,09/10/2016,2016-09-10 13:18:10.412175
Virginia Tech,Tennessee,53,+11.5,09/10/2016,2016-09-10 13:18:10.412175
Connecticut,Navy,43,+5,09/10/2016,2016-09-10 13:24:09.212745
Nevada,Notre Dame,62.5,+28,09/10/2016,2016-09-10 13:24:09.212745
Arkansas State,Auburn,54,+21,09/10/2016,2016-09-10 13:30:20.900772
Washington State,Boise State,73,+12,09/10/2016,2016-09-10 13:30:20.900772
Georgia State,Air Force,53,+24,09/10/2016,2016-09-10 13:54:08.261192
Arkansas,TCU,58,+10,09/10/2016,2016-09-10 13:54:08.261192
Middle Tennessee State,Vanderbilt,49.5,+3,09/10/2016,2016-09-10 14:00:20.883740
Middle Tennessee State,Vanderbilt,50,+3,09/10/2016,2016-09-10 14:18:06.942433
Virginia,Oregon,71,+24,09/10/2016,2016-09-10 14:18:06.942433
Akron,Wisconsin,46.5,+22.5,09/10/2016,2016-09-10 14:30:18.388447
Tulsa,Ohio State,73.5,+28.5,09/10/2016,2016-09-10 14:30:18.388447
Connecticut,Navy,43.5,+5,09/10/2016,2016-09-10 14:30:18.388447
Western Kentucky,Alabama,60,+28,09/10/2016,2016-09-10 14:30:18.388447
Western Kentucky,Alabama,60,+27.5,09/10/2016,2016-09-10 14:36:14.305885
Connecticut,Navy,43.5,+4.5,09/10/2016,2016-09-10 14:42:20.613991
Akron,Wisconsin,46,+21.5,09/10/2016,2016-09-10 14:48:08.482591
Tulsa,Ohio State,73,+28.5,09/10/2016,2016-09-10 14:48:08.482591
SMU,Baylor,73,+32,09/10/2016,2016-09-10 14:48:08.482591
Tulsa,Ohio State,73,+29,09/10/2016,2016-09-10 14:54:18.651636
SMU,Baylor,0,0,09/10/2016,2016-09-10 14:54:18.651636
Tex San Antonio,Colorado State,52,+9,09/10/2016,2016-09-10 14:54:18.651636
SMU,Baylor,71.5,+35,09/10/2016,2016-09-10 15:00:25.791077
Old Dominion,Appalachian State,54,+21.5,09/10/2016,2016-09-10 15:06:22.862418
SMU,Baylor,72,+35,09/10/2016,2016-09-10 15:18:24.142845
Tex San Antonio,Colorado State,52,+8.5,09/10/2016,2016-09-10 15:18:24.142845
Arkansas,TCU,58,+9.5,09/10/2016,2016-09-10 15:18:24.142845
SMU,Baylor,72,+34,09/10/2016,2016-09-10 15:24:21.941940
Tex San Antonio,Colorado State,52,+8,09/10/2016,2016-09-10 15:24:21.941940
Akron,Wisconsin,46.5,+21.5,09/10/2016,2016-09-10 15:30:12.052162
Connecticut,Navy,43.5,+4,09/10/2016,2016-09-10 15:30:12.052162
Nevada,Notre Dame,63,+28,09/10/2016,2016-09-10 15:30:12.052162
Western Kentucky,Alabama,59.5,+27.5,09/10/2016,2016-09-10 15:30:12.052162
SMU,Baylor,72.5,+34,09/10/2016,2016-09-10 15:30:12.052162
Ball State,Indiana,63,+17,09/10/2016,2016-09-10 15:54:16.001571
Idaho,Washington,61,+36.5,09/10/2016,2016-09-10 15:54:16.001571
Arkansas State,Auburn,52,+21,09/10/2016,2016-09-10 15:54:16.001571
Ball State,Indiana,64,+17,09/10/2016,2016-09-10 16:00:18.080532
UL - Monroe,Oklahoma,64,+45.5,09/10/2016,2016-09-10 16:42:06.140549
Idaho,Washington,61,+37,09/10/2016,2016-09-10 16:48:07.851260
UTEP,Texas,58.5,+31,09/10/2016,2016-09-10 16:48:07.851260
Washington State,Boise State,73,+12.5,09/10/2016,2016-09-10 16:48:07.851260
Idaho,Washington,60.5,+37,09/10/2016,2016-09-10 16:54:17.327844
Arkansas State,Auburn,52,+21.5,09/10/2016,2016-09-10 17:06:20.747854
UL - Monroe,Oklahoma,63.5,+45.5,09/10/2016,2016-09-10 17:18:10.250453
Northern Illinois,South Florida,57,+14.5,09/10/2016,2016-09-10 17:18:10.250453
Iowa State,Iowa,51,+15.5,09/10/2016,2016-09-10 17:18:10.250453
Eastern Michigan,Missouri,58.5,+23,09/10/2016,2016-09-10 17:30:21.900751
Florida Atlantic,Miami Florida,62.5,+26,09/10/2016,2016-09-10 17:42:23.442770
Virginia Tech,Tennessee,53,+11,09/10/2016,2016-09-10 17:54:06.151621
Texas Tech,Arizona State,80,0,09/10/2016,2016-09-10 17:54:06.151621
New Mexico,New Mexico State,61.5,-13,09/10/2016,2016-09-10 18:36:13.801857
New Mexico,New Mexico State,61.5,-12.5,09/10/2016,2016-09-10 18:42:20.185752
Texas Tech,Arizona State,80,-1,09/10/2016,2016-09-10 18:48:19.592331
Arkansas,TCU,58.5,+10,09/10/2016,2016-09-10 18:54:12.485201
UL - Monroe,Oklahoma,63.5,+46,09/10/2016,2016-09-10 18:54:12.485201
Northern Illinois,South Florida,56,+14.5,09/10/2016,2016-09-10 18:54:12.485201
South Carolina,Mississippi State,50,+7.5,09/10/2016,2016-09-10 18:54:12.485201
South Carolina,Mississippi State,51,+7.5,09/10/2016,2016-09-10 19:00:20.890348
UNLV,UCLA,58,+27,09/10/2016,2016-09-10 19:00:20.890348
Washington State,Boise State,73,+13,09/10/2016,2016-09-10 19:12:11.214354
Iowa State,Iowa,50,+15.5,09/10/2016,2016-09-10 19:18:21.437548
California,San Diego State,60,+6.5,09/10/2016,2016-09-10 19:18:21.437548
Eastern Michigan,Missouri,59,+23,09/10/2016,2016-09-10 19:30:21.022412
New Mexico,New Mexico State,61.5,-12,09/10/2016,2016-09-10 19:30:21.022412
Texas Tech,Arizona State,80,-1.5,09/10/2016,2016-09-10 19:30:21.022412
BYU,Utah,43.5,+3,09/10/2016,2016-09-10 19:36:18.379958
UNLV,UCLA,58,+27.5,09/10/2016,2016-09-10 19:36:18.379958
Virginia,Oregon,71,+24.5,09/10/2016,2016-09-10 19:48:07.635137
New Mexico,New Mexico State,61.5,-11.5,09/10/2016,2016-09-10 19:54:07.506744
Virginia Tech,Tennessee,52.5,+11,09/10/2016,2016-09-10 20:12:10.158752
Texas Tech,Arizona State,80.5,-1.5,09/10/2016,2016-09-10 20:12:10.158752
Virginia,Oregon,71.5,+24.5,09/10/2016,2016-09-10 20:18:11.502681
Washington State,Boise State,73.5,+13,09/10/2016,2016-09-10 20:30:17.509626
Washington State,Boise State,74,+13,09/10/2016,2016-09-10 20:36:22.526530
Washington State,Boise State,74,+13.5,09/10/2016,2016-09-10 21:06:11.847363
Texas Tech,Arizona State,80.5,-2,09/10/2016,2016-09-10 21:12:08.157547
California,San Diego State,60,+6,09/10/2016,2016-09-10 21:12:08.157547
Washington State,Boise State,74.5,+13.5,09/10/2016,2016-09-10 21:24:21.615761
Texas Tech,Arizona State,80,-2,09/10/2016,2016-09-10 21:36:05.751397
Texas Tech,Arizona State,80.5,-2.5,09/10/2016,2016-09-10 21:48:18.428931
Virginia,Oregon,72,+24.5,09/10/2016,2016-09-10 21:54:09.809203
California,San Diego State,60,+5.5,09/10/2016,2016-09-10 22:24:24.853399
Houston,Cincinnati,65,-8,09/14/2016,2016-09-15 00:00:26.075716
Houston,Cincinnati,65,-7.5,09/15/2016,2016-09-15 12:00:32.138600
Houston,Cincinnati,65,-8,09/15/2016,2016-09-15 16:42:10.511661
Houston,Cincinnati,65,-8.5,09/15/2016,2016-09-15 17:48:20.167804
Houston,Cincinnati,64,-8,09/15/2016,2016-09-15 19:18:21.658912
Baylor,Rice,65.5,-31.5,09/15/2016,2016-09-16 00:00:18.575502
Arkansas State,Utah State,55.5,+9,09/15/2016,2016-09-16 00:00:18.575502
Arizona State,Tex San Antonio,60,-21,09/15/2016,2016-09-16 00:00:18.575502
Baylor,Rice,65.5,-31.5,09/16/2016,2016-09-16 11:07:43.734494
Arkansas State,Utah State,56,+9,09/16/2016,2016-09-16 11:07:43.734494
Arizona State,Tex San Antonio,60,-21,09/16/2016,2016-09-16 11:07:43.734494
Baylor,Rice,66,-31.5,09/16/2016,2016-09-16 12:30:17.594963
Arizona State,Tex San Antonio,60,-21.5,09/16/2016,2016-09-16 13:36:19.047241
Baylor,Rice,66.5,-31.5,09/16/2016,2016-09-16 15:48:25.598385
Baylor,Rice,66.5,-32,09/16/2016,2016-09-16 16:00:33.571243
Baylor,Rice,66.5,-32.5,09/16/2016,2016-09-16 16:06:17.292198
Baylor,Rice,67,-32.5,09/16/2016,2016-09-16 17:00:20.453321
Arkansas State,Utah State,56,+9.5,09/16/2016,2016-09-16 17:00:20.453321
Arizona State,Tex San Antonio,60.5,-21.5,09/16/2016,2016-09-16 17:00:20.453321
Baylor,Rice,67,-33,09/16/2016,2016-09-16 17:24:22.181093
Arkansas State,Utah State,55.5,+9.5,09/16/2016,2016-09-16 17:36:19.988061
Baylor,Rice,67,-33.5,09/16/2016,2016-09-16 18:00:35.148405
Arizona State,Tex San Antonio,60.5,-22,09/16/2016,2016-09-16 18:12:14.463192
Baylor,Rice,66.5,-34,09/16/2016,2016-09-16 18:30:11.419709
Baylor,Rice,66.5,-33.5,09/16/2016,2016-09-16 18:36:08.219447
Arizona State,Tex San Antonio,60,-22,09/16/2016,2016-09-16 18:48:09.710597
Arizona State,Tex San Antonio,59.5,-22,09/16/2016,2016-09-16 19:06:21.327794
Arkansas State,Utah State,55.5,+9,09/16/2016,2016-09-16 19:36:19.625825
Arizona State,Tex San Antonio,59,-22,09/16/2016,2016-09-16 19:54:14.825568
Arizona State,Tex San Antonio,59,-21.5,09/16/2016,2016-09-16 21:06:17.041544
Florida State,Louisville,68,-1,09/16/2016,2016-09-17 00:00:28.248944
Temple,Penn State,51,+9,09/16/2016,2016-09-17 00:00:28.248944
Iowa State,TCU,61.5,+25.5,09/16/2016,2016-09-17 00:00:28.248944
New Mexico,Rutgers,57.5,+6.5,09/16/2016,2016-09-17 00:00:28.248944
Middle Tennessee State,Bowling Green,73,-6.5,09/16/2016,2016-09-17 00:00:28.248944
Georgia State,Wisconsin,50.5,+35.5,09/16/2016,2016-09-17 00:00:28.248944
Ohio,Tennessee,58,+27,09/16/2016,2016-09-17 00:00:28.248944
Akron,Marshall,56.5,+17.5,09/16/2016,2016-09-17 00:00:28.248944
Miami Florida,Appalachian State,52,-4,09/16/2016,2016-09-17 00:00:28.248944
Kansas,Memphis,60.5,+21,09/16/2016,2016-09-17 00:00:28.248944
Vanderbilt,Georgia Tech,43,+6,09/16/2016,2016-09-17 00:00:28.248944
Virginia,Connecticut,48.5,+4,09/16/2016,2016-09-17 00:00:28.248944
Idaho,Washington State,68.5,+27.5,09/16/2016,2016-09-17 00:00:28.248944
Florida Atlantic,Kansas State,49.5,+25.5,09/16/2016,2016-09-17 00:00:28.248944
UNLV,Central Michigan,55,+12,09/16/2016,2016-09-17 00:00:28.248944
Fresno State,Toledo,58,+21,09/16/2016,2016-09-17 00:00:28.248944
Colorado,Michigan,56.5,+18.5,09/16/2016,2016-09-17 00:00:28.248944
Florida International,Massachusetts,47.5,+1,09/16/2016,2016-09-17 00:00:28.248944
Boston College,Virginia Tech,40.5,+6,09/16/2016,2016-09-17 00:00:28.248944
South Florida,Syracuse,74.5,-14,09/16/2016,2016-09-17 00:00:28.248944
San Diego State,Northern Illinois,50,-11,09/16/2016,2016-09-17 00:00:28.248944
Western Kentucky,Miami Ohio,62.5,-17,09/16/2016,2016-09-17 00:00:28.248944
Oregon,Nebraska,74.5,+3,09/16/2016,2016-09-17 00:00:28.248944
Pittsburgh,Oklahoma State,59,+3.5,09/16/2016,2016-09-17 00:00:28.248944
Alabama,Mississippi,55,-10.5,09/16/2016,2016-09-17 00:00:28.248944
Western Michigan,Illinois,54,-3,09/16/2016,2016-09-17 00:00:28.248944
East Carolina,South Carolina,50.5,+3,09/16/2016,2016-09-17 00:00:28.248944
New Mexico State,Kentucky,66.5,+22,09/16/2016,2016-09-17 00:00:28.248944
Eastern Michigan,Charlotte,67,-2.5,09/16/2016,2016-09-17 00:00:28.248944
UL - Monroe,Georgia Southern,59,+26,09/16/2016,2016-09-17 00:00:28.248944
Old Dominion,NC State,58,+23.5,09/16/2016,2016-09-17 00:00:28.248944
Maryland,Central Florida,59.5,-10,09/16/2016,2016-09-17 00:00:28.248944
Army,UTEP,47,-3.5,09/16/2016,2016-09-17 00:00:28.248944
Louisiana Tech,Texas Tech,81,+10.5,09/16/2016,2016-09-17 00:00:28.248944
Troy,Southern Miss,66,+10.5,09/16/2016,2016-09-17 00:00:28.248944
South Alabama,UL - Lafayette,54,+2.5,09/16/2016,2016-09-17 00:00:28.248944
Texas A&M,Auburn,54,+3,09/16/2016,2016-09-17 00:00:28.248944
Mississippi State,LSU,45,+13.5,09/16/2016,2016-09-17 00:00:28.248944
Navy,Tulane,43.5,-6,09/16/2016,2016-09-17 00:00:28.248944
North Texas,Florida,52,+36.5,09/16/2016,2016-09-17 00:00:28.248944
Texas State,Arkansas,61.5,+30.5,09/16/2016,2016-09-17 00:00:28.248944
Michigan State,Notre Dame,50.5,+7,09/16/2016,2016-09-17 00:00:28.248944
Ohio State,Oklahoma,63.5,-1.5,09/16/2016,2016-09-17 00:00:28.248944
Georgia,Missouri,55,-7,09/16/2016,2016-09-17 00:00:28.248944
Duke,Northwestern,44.5,+4,09/16/2016,2016-09-17 00:00:28.248944
USC,Stanford,52.5,+9,09/16/2016,2016-09-17 00:00:28.248944
Buffalo,Nevada,51,+10.5,09/16/2016,2016-09-17 00:00:28.248944
UCLA,BYU,49,-3,09/16/2016,2016-09-17 00:00:28.248944
Texas,California,81.5,-7,09/16/2016,2016-09-17 00:00:28.248944
Utah,San Jose State,47,-13,09/16/2016,2016-09-17 00:00:28.248944
Hawaii,Arizona,64.5,+24,09/16/2016,2016-09-17 00:00:28.248944
Florida State,Louisville,66.5,+2.5,09/17/2016,2016-09-17 12:00:30.507654
Temple,Penn State,48,+9,09/17/2016,2016-09-17 12:00:30.507654
Iowa State,TCU,60,+26,09/17/2016,2016-09-17 12:00:30.507654
New Mexico,Rutgers,56,+7.5,09/17/2016,2016-09-17 12:00:30.507654
Ohio,Tennessee,58.5,+27,09/17/2016,2016-09-17 12:00:30.507654
Akron,Marshall,55.5,+17.5,09/17/2016,2016-09-17 12:00:30.507654
Miami Florida,Appalachian State,51.5,-3.5,09/17/2016,2016-09-17 12:00:30.507654
Kansas,Memphis,59.5,+20.5,09/17/2016,2016-09-17 12:00:30.507654
Vanderbilt,Georgia Tech,44.5,+6,09/17/2016,2016-09-17 12:00:30.507654
Virginia,Connecticut,47.5,+3,09/17/2016,2016-09-17 12:00:30.507654
Idaho,Washington State,69.5,+27.5,09/17/2016,2016-09-17 12:00:30.507654
Florida Atlantic,Kansas State,49.5,+24,09/17/2016,2016-09-17 12:00:30.507654
UNLV,Central Michigan,55.5,+11.5,09/17/2016,2016-09-17 12:00:30.507654
Fresno State,Toledo,58.5,+22,09/17/2016,2016-09-17 12:00:30.507654
Colorado,Michigan,56,+18,09/17/2016,2016-09-17 12:00:30.507654
Florida International,Massachusetts,49,0,09/17/2016,2016-09-17 12:00:30.507654
Boston College,Virginia Tech,40,+6,09/17/2016,2016-09-17 12:00:30.507654
South Florida,Syracuse,75,-14,09/17/2016,2016-09-17 12:00:30.507654
San Diego State,Northern Illinois,49,-11,09/17/2016,2016-09-17 12:00:30.507654
Western Kentucky,Miami Ohio,63.5,-17,09/17/2016,2016-09-17 12:00:30.507654
Oregon,Nebraska,74,+3,09/17/2016,2016-09-17 12:00:30.507654
Pittsburgh,Oklahoma State,59,+3.5,09/17/2016,2016-09-17 12:00:30.507654
Alabama,Mississippi,53,-10.5,09/17/2016,2016-09-17 12:00:30.507654
Western Michigan,Illinois,55.5,-3,09/17/2016,2016-09-17 12:00:30.507654
East Carolina,South Carolina,50.5,+3,09/17/2016,2016-09-17 12:00:30.507654
New Mexico State,Kentucky,66.5,+22,09/17/2016,2016-09-17 12:00:30.507654
Eastern Michigan,Charlotte,65.5,-2.5,09/17/2016,2016-09-17 12:00:30.507654
UL - Monroe,Georgia Southern,58.5,+26,09/17/2016,2016-09-17 12:00:30.507654
Old Dominion,NC State,58,+24.5,09/17/2016,2016-09-17 12:00:30.507654
Maryland,Central Florida,58,-11,09/17/2016,2016-09-17 12:00:30.507654
Army,UTEP,47,-3.5,09/17/2016,2016-09-17 12:00:30.507654
Louisiana Tech,Texas Tech,81.5,+10.5,09/17/2016,2016-09-17 12:00:30.507654
Troy,Southern Miss,64.5,+10.5,09/17/2016,2016-09-17 12:00:30.507654
South Alabama,UL - Lafayette,53,+2.5,09/17/2016,2016-09-17 12:00:30.507654
Texas A&M,Auburn,54,+3,09/17/2016,2016-09-17 12:00:30.507654
Mississippi State,LSU,45.5,+13.5,09/17/2016,2016-09-17 12:00:30.507654
Navy,Tulane,43.5,-6,09/17/2016,2016-09-17 12:00:30.507654
North Texas,Florida,52.5,+36,09/17/2016,2016-09-17 12:00:30.507654
Texas State,Arkansas,61.5,+29.5,09/17/2016,2016-09-17 12:00:30.507654
Michigan State,Notre Dame,51,+7,09/17/2016,2016-09-17 12:00:30.507654
Ohio State,Oklahoma,62,-1,09/17/2016,2016-09-17 12:00:30.507654
Georgia,Missouri,55,-7,09/17/2016,2016-09-17 12:00:30.507654
Duke,Northwestern,47,+4,09/17/2016,2016-09-17 12:00:30.507654
USC,Stanford,51.5,+8,09/17/2016,2016-09-17 12:00:30.507654
Buffalo,Nevada,51,+10.5,09/17/2016,2016-09-17 12:00:30.507654
UCLA,BYU,50,-3.5,09/17/2016,2016-09-17 12:00:30.507654
Texas,California,82,-7.5,09/17/2016,2016-09-17 12:00:30.507654
Utah,San Jose State,47,-12.5,09/17/2016,2016-09-17 12:00:30.507654
Hawaii,Arizona,64.5,+23,09/17/2016,2016-09-17 12:00:30.507654
Fresno State,Toledo,58,+22,09/17/2016,2016-09-17 12:12:20.144881
Colorado,Michigan,56,+18.5,09/17/2016,2016-09-17 12:18:24.444344
Western Michigan,Illinois,56,-3,09/17/2016,2016-09-17 12:18:24.444344
